,1,2,3,4,5,6,7,8
0,3285.2030075187845,-132.71559324877273,-132.71559324877273,-132.71559324877273,-132.71559324877273,-132.71559324877273,-132.71559324877273,-132.71559324877273
1,-150.17699115039127,310.6123059866877,310.6123059866877,310.6123059866877,310.6123059866877,310.6123059866877,310.6123059866877,310.6123059866877
2,552.7294117646853,912.2313848295394,912.2313848295394,912.2313848295394,912.2313848295394,912.2313848295394,912.2313848295394,912.2313848295394
3,-760.9765625000125,-1351.5858959420586,-1351.5858959420586,-1351.5858959420586,-1351.5858959420586,-1351.5858959420586,-1351.5858959420586,-1351.5858959420586
4,-1535.6540880503242,470.36680483128805,470.36680483128805,470.36680483128805,470.36680483128805,470.36680483128805,470.36680483128805,470.36680483128805
5,-1320.3813559321377,978.9314317059893,978.9314317059893,978.9314317059893,978.9314317059893,978.9314317059893,978.9314317059893,978.9314317059893
6,1794.5693430657188,305.51262562814395,305.51262562814395,305.51262562814395,305.51262562814395,305.51262562814395,305.51262562814395,305.51262562814395
7,-1112.1891252955093,-1386.5956416465576,-1386.5956416465576,-1386.5956416465576,-1386.5956416465576,-1386.5956416465576,-1386.5956416465576,-1386.5956416465576
8,-1680.45848375449,1727.4418184715216,1727.4418184715216,1727.4418184715216,1727.4418184715216,1727.4418184715216,1727.4418184715216,1727.4418184715216
9,2551.662337662329,787.2303644379015,787.2303644379015,787.2303644379015,787.2303644379015,787.2303644379015,787.2303644379015,787.2303644379015
10,-1326.6298342541334,-2163.499381395019,-2163.499381395019,-2163.499381395019,-2163.499381395019,-2163.499381395019,-2163.499381395019,-2163.499381395019
11,-1872.9888143176695,2944.411574142214,2944.411574142214,2944.411574142214,2944.411574142214,2944.411574142214,2944.411574142214,2944.411574142214
12,3224.562390158156,1274.4138796169134,1274.4138796169134,1274.4138796169134,1274.4138796169134,1274.4138796169134,1274.4138796169134,1274.4138796169134
13,1159.6166134185453,1061.6232725816185,1061.6232725816185,1061.6232725816185,1061.6232725816185,1061.6232725816185,1061.6232725816185,1061.6232725816185
14,302.53548387101705,1654.4078079662745,1654.4078079662745,1654.4078079662745,1654.4078079662745,1654.4078079662745,1654.4078079662745,1654.4078079662745
15,1336.417613636362,1616.8375020603557,1616.8375020603557,1616.8375020603557,1616.8375020603557,1616.8375020603557,1616.8375020603557,1616.8375020603557
16,1965.0877659574162,-111.63720769443168,-111.63720769443168,-111.63720769443168,-111.63720769443168,-111.63720769443168,-111.63720769443168,-111.63720769443168
17,-1492.824925816,1942.091775638249,1942.091775638249,1942.091775638249,1942.091775638249,1942.091775638249,1942.091775638249,1942.091775638249
18,3643.5285714285733,-2111.7819597663915,-2111.7819597663915,-2111.7819597663915,-2111.7819597663915,-2111.7819597663915,-2111.7819597663915,-2111.7819597663915
19,-258.78921568626174,-1224.4079366154376,-1224.4079366154376,-1224.4079366154376,-1224.4079366154376,-1224.4079366154376,-1224.4079366154376,-1224.4079366154376
20,-2196.5288135593355,-577.0533322051986,-577.0533322051986,-577.0533322051986,-577.0533322051986,-577.0533322051986,-577.0533322051986,-577.0533322051986
21,-1553.086956521633,-2392.336860571951,-2392.336860571951,-2392.336860571951,-2392.336860571951,-2392.336860571951,-2392.336860571951,-2392.336860571951
22,-2837.3275862069227,934.4214653464927,934.4214653464927,934.4214653464927,934.4214653464927,934.4214653464927,934.4214653464927,934.4214653464927
23,372.79661016947574,-2419.772886297399,-2419.772886297399,-2419.772886297399,-2419.772886297399,-2419.772886297399,-2419.772886297399,-2419.772886297399
24,-3116.212014134235,1016.0511777205338,1016.0511777205338,1016.0511777205338,1016.0511777205338,1016.0511777205338,1016.0511777205338,1016.0511777205338
25,1090.010204081601,564.7994588500333,564.7994588500333,564.7994588500333,564.7994588500333,564.7994588500333,564.7994588500333,564.7994588500333
26,82.83333333332664,2121.5056509197766,2121.5056509197766,2121.5056509197766,2121.5056509197766,2121.5056509197766,2121.5056509197766,2121.5056509197766
27,1380.2727272727338,912.7520179042999,912.7520179042999,912.7520179042999,912.7520179042999,912.7520179042999,912.7520179042999,912.7520179042999
28,2400.0283286118984,-543.8400731473874,-543.8400731473874,-543.8400731473874,-543.8400731473874,-543.8400731473874,-543.8400731473874,-543.8400731473874
29,-2540.56034482762,128.52674275260338,128.52674275260338,128.52674275260338,128.52674275260338,128.52674275260338,128.52674275260338,128.52674275260338
30,2060.8306709265707,-1112.165677772703,-1112.165677772703,-1112.165677772703,-1112.165677772703,-1112.165677772703,-1112.165677772703,-1112.165677772703
31,-2166.287553648113,-436.2592626102702,-436.2592626102702,-436.2592626102702,-436.2592626102702,-436.2592626102702,-436.2592626102702,-436.2592626102702
32,-307.7209302325426,1395.638324624895,1395.638324624895,1395.638324624895,1395.638324624895,1395.638324624895,1395.638324624895,1395.638324624895
33,2036.3367346938423,412.9048099562876,412.9048099562876,412.9048099562876,412.9048099562876,412.9048099562876,412.9048099562876,412.9048099562876
34,1158.7912087912073,-1179.2666467602744,-1179.2666467602744,-1179.2666467602744,-1179.2666467602744,-1179.2666467602744,-1179.2666467602744,-1179.2666467602744
35,-1473.1401869158826,1832.9299662205044,1832.9299662205044,1832.9299662205044,1832.9299662205044,1832.9299662205044,1832.9299662205044,1832.9299662205044
36,2216.9661016949085,332.5845272206237,332.5845272206237,332.5845272206237,332.5845272206237,332.5845272206237,332.5845272206237,332.5845272206237
